RecordingDate	ActPythonBatch	Set	TestingOrder	TadpoleID	Alive	Rep	ActivityStartTemp	ActivityEndTemp	ActLR	HD	ActDirectory	ActDirectory/ActFolder/ActFolder.MP4	Treatment	TreatmentCode	FocalNest	LXtop	LYtop	LXbottom	LYbottom	RXtop	RYtop	RXbottom	RYbottom	Threshold	Kernal_size	Problems	New_Threshold	New_Kernal	New_learning rate	Problem_description	Problem_resolved	Keep_video	Description_if_not_resolved	SVL1	SVL2	SVL3	ACT.Dist.Pixels	ACT.MeanSpeed.Pixels	ACT.MaxSpeed.Pixels	ACT.MaxY
14/07/2019	40	3	14	402	Y	4	23.5	23.7	L	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0808/MVI_0808.MP4	Conspecific	2	49	200	23	297	164	320	18	410	158	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.901	5.876	6.016	256.24	0.4270667	98.08	150
15/07/2019	41	3	14	402	Y	5	25.2	25.2	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0827/MVI_0827.MP4	Conspecific	2	49	199	21	297	163	322	13	412	155	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.312	6.283	6.412	130.54	0.2175667	23.6	146
16/07/2019	42	3	14	402	Y	6	24.5	24.8	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0848/MVI_0848.MP4	Conspecific	2	49	199	21	294	163	319	13	411	154	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.543	5.613	5.443	20.33	0.03388333	3.61	147
11/07/2019	25001	3	17	403	Y	1	24.2	24.3	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0955/MVI_0955.MP4	Heterospecific	1	49	177	6	278	145	303	1	397	146	150	3	Y	50	NA	NA	shadow	Y	Y	NA	4.282	4.451	4.282	3527.84	5.879733	94.02	140
12/07/2019	26	3	17	403	Y	2	24.5	24.6	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0977/MVI_0977.MP4	Heterospecific	1	49	177	4	275	140	301	2	394	142	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.337	4.344	4.563	97.87	0.1631167	25	132
13/07/2019	27	3	17	403	Y	3	24.8	24.9	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0995/MVI_0995.MP4	Heterospecific	1	49	173	0	272	139	298	0	388	141	150	3	N	NA	NA	NA	NA	NA	Y	NA	3.850	3.855	4.091	1037.75	1.729583	97.08	136
14/07/2019	28	3	17	403	Y	4	23.8	24	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_1013/MVI_1013.MP4	Heterospecific	1	49	177	17	274	160	302	21	389	161	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.564	4.734	4.612	128.19	0.21365	10	82
15/07/2019	29001	3	17	403	Y	5	25.3	25.3	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_1033/MVI_1033.MP4	Heterospecific	1	49	178	21	277	158	300	16	390	155	150	3	Y	90	NA	NA	"shadow, small tadpole"	Y	Y	NA	4.801	4.801	4.762	548.83	0.9147167	78.03	147
16/07/2019	30	3	17	403	Y	6	24.4	24.7	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_1054/MVI_1054.MP4	Heterospecific	1	49	159	7	255	152	283	12	372	154	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.641	4.641	4.661	452.09	0.7534833	55.33	125
11/07/2019	32	3	28	404	Y	1	24.6	24.7	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0942/MVI_0942.MP4	Conspecific	2	49	210	5	306	151	334	15	421	155	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.816	5.995	5.712	18.33	0.03055	6.4	22
12/07/2019	33	3	28	404	Y	2	24.3	24.4	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0963/MVI_0963.MP4	Conspecific	2	49	203	9	296	149	324	15	411	156	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.863	4.987	4.787	196.56	0.3276	49	141
13/07/2019	34	3	28	404	Y	3	24.8	24.9	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0981/MVI_0981.MP4	Conspecific	2	49	193	6	290	151	317	17	407	156	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.367	6.27	6.479	46.33	0.07721667	9.49	28
14/07/2019	34	3	28	404	Y	4	24	24.1	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_1000/MVI_1000.MP4	Conspecific	2	49	200	0	295	141	324	5	413	145	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.264	6.293	6.001	35.67	0.05945	7.81	23
15/07/2019	35	3	28	404	Y	5	25.2	25.3	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_1020/MVI_1020.MP4	Conspecific	2	49	214	0	308	143	338	9	432	147	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.669	7.057	7.105	5.65	0.009416667	2.24	78
16/07/2019	36	3	28	404	Y	6	24.5	24.8	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_1042/MVI_1042.MP4	Conspecific	2	49	217	2	310	142	335	6	424	145	150	3	N	NA	NA	NA	NA	NA	Y	NA	3.249	3.331	3.321	48.96	0.0816	6.08	137
11/07/2019	25	3	2	405	Y	1	24.1	24.3	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0951/MVI_0951.MP4	Heterospecific	1	47	177	6	278	145	303	1	397	146	150	3	N	NA	NA	NA	NA	NA	Y	NA	2.896	2.838	2.817	1115.74	1.859567	51.01	145
12/07/2019	26001	3	2	405	Y	2	24.2	24.3	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0975/MVI_0975.MP4	Heterospecific	1	47	177	4	275	140	301	2	394	142	150	3	Y	NA	1	NA	small tadpole	Y	Y	NA	2.432	2.456	2.553	208.98	0.3483	22.09	77
13/07/2019	27001	3	2	405	Y	3	24.7	24.9	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0993/MVI_0993.MP4	Heterospecific	1	47	173	0	272	139	298	0	388	141	150	3	Y	90	NA	NA	"small tadpole, shadow"	Y	Y	NA	3.099	3.202	3.285	2570.78	4.284633	88.01	139
14/07/2019	28	3	2	405	Y	4	23.4	23.8	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_1011/MVI_1011.MP4	Heterospecific	1	47	177	17	274	160	302	21	389	161	150	3	N	NA	NA	NA	NA	NA	Y	NA	3.266	3.302	3.184	915.93	1.52655	60.07	156
15/07/2019	29	3	2	405	Y	5	24.9	24.9	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_1029/MVI_1029.MP4	Heterospecific	1	47	178	21	277	158	300	16	390	155	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.436	4.641	4.669	786.7	1.311167	52.15	155
16/07/2019	30	3	2	405	Y	6	24.4	24.6	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_1050/MVI_1050.MP4	Heterospecific	1	47	159	7	255	152	283	12	372	154	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.337	4.424	4.334	877.42	1.462367	36.8	149
11/07/2019	37	3	29	406	Y	1	24.6	24.7	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0750/MVI_0750.MP4	Conspecific	2	47	217	19	316	162	340	12	434	155	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.955	6.048	5.887	761.03	1.268383	92.02	148
12/07/2019	38	3	29	406	Y	2	24.3	24.4	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0774/MVI_0774.MP4	Conspecific	2	47	180	87	271	223	317	78	404	216	150	3	N	NA	NA	NA	NA	NA	Y	NA	3.367	3.5	3.432	918.02	1.530033	57.01	205
13/07/2019	39	3	29	406	Y	3	24.8	24.9	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0792/MVI_0792.MP4	Conspecific	2	47	200	26	296	164	320	18	409	162	150	3	N	NA	NA	NA	NA	NA	Y	NA	3.307	3.307	3.428	380.88	0.6348	30.07	153
14/07/2019	34	3	29	406	Y	4	24	24.1	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_1000/MVI_1000.MP4	Conspecific	2	47	200	0	295	141	324	5	413	145	150	3	N	NA	NA	NA	NA	NA	Y	NA	3.626	3.535	3.786	1174.74	1.9579	56.01	134
15/07/2019	35001	3	29	406	Y	5	25.2	25.3	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_1020/MVI_1020.MP4	Conspecific	2	47	214	0	308	143	338	9	432	147	150	3	Y	90	1	NA	"very small, shadow"	Y	Y	NA	3.189	3.189	3.186	1037.01	1.72835	54.12	135
16/07/2019	36	3	29	406	Y	6	24.5	24.8	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_1042/MVI_1042.MP4	Conspecific	2	47	217	2	310	142	335	6	424	145	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.691	5.803	5.712	301.21	0.5020167	20.12	87
11/07/2019	25	3	33	407	Y	1	24.6	24.8	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0959/MVI_0959.MP4	Heterospecific	1	49	177	6	278	145	303	1	397	146	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.027	4.847	4.714	2610.03	4.35005	79	140
12/07/2019	26002	3	33	407	Y	2	24.4	24.5	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0979/MVI_0979.MP4	Heterospecific	1	49	177	4	275	140	301	2	394	142	150	3	Y	90	NA	NA	"shadow, small tadpole"	N	Y	one jump 	4.357	4.249	4.377	2232.49	3.720817	102	136
13/07/2019	27	3	33	407	Y	3	25	25.1	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0997/MVI_0997.MP4	Heterospecific	1	49	173	0	272	139	298	0	388	141	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.471	4.353	4.442	327.51	0.54585	30.07	130
14/07/2019	28	3	33	407	Y	4	24.1	24.1	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_1015/MVI_1015.MP4	Heterospecific	1	49	177	17	274	160	302	21	389	161	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.002	4.113	4.04	167.58	0.2793	43.93	149
15/07/2019	29	3	33	407	Y	5	25.4	25.4	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_1035/MVI_1035.MP4	Heterospecific	1	49	178	21	277	158	300	16	390	155	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.146	4.153	4.201	652.43	1.087383	71.03	154
16/07/2019	30001	3	33	407	Y	6	24.9	25.1	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_1058/MVI_1058.MP4	Heterospecific	1	49	159	7	255	152	283	12	372	154	150	3	Y	90	1	NA	"shadow, small "	Y	Y	NA	3.367	3.249	3.321	2153.99	3.589983	89.01	149
11/07/2019	32	3	20	408	Y	1	24.2	24.3	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0940/MVI_0940.MP4	Conspecific	2	49	210	5	306	151	334	15	421	155	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.207	6.065	6.17	361.8	0.603	13.34	75
12/07/2019	33	3	20	408	Y	2	24.5	24.6	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0962/MVI_0962.MP4	Conspecific	2	49	203	9	296	149	324	15	411	156	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.812	5.947	6.016	80.99	0.1349833	16.28	51
13/07/2019	34	3	20	408	Y	3	24.8	24.9	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0980/MVI_0980.MP4	Conspecific	2	49	193	6	290	151	317	17	407	156	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.165	4.92	5.122	82.79	0.1379833	16.03	96
14/07/2019	34b	3	20	408	Y	4	23.8	24	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0999/MVI_0999.MP4	Conspecific	2	49	200	0	295	141	324	5	413	145	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.763	5.661	5.645	53.49	0.08915	20.22	55
15/07/2019	35002	3	20	408	Y	5	25.3	25.3	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_1019/MVI_1019.MP4	Conspecific	2	49	214	0	308	143	338	9	432	147	150	3	Y	190	NA	NA	tracking something else	Y	Y	NA	5.453	5.394	5.577	500.72	0.8345333	36.14	133
16/07/2019	36	3	20	408	Y	6	24.4	24.7	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_1040/MVI_1040.MP4	Conspecific	2	49	217	2	310	142	335	6	424	145	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.295	6.353	6.111	203.6	0.3393333	31.02	76
11/07/2019	32	3	12	410	Y	1	24.1	24.3	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0938/MVI_0938.MP4	Conspecific	2	49	210	5	306	151	334	15	421	155	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.073	5.163	5.098	1804.99	3.008317	64.88	143
12/07/2019	33	3	12	410	Y	2	24.2	24.4	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0961/MVI_0961.MP4	Conspecific	2	49	203	9	296	149	324	15	411	156	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.296	5.299	5.15	973.01	1.621683	84.1	140
13/07/2019	34	3	12	410	Y	3	24.8	24.9	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0979/MVI_0979.MP4	Conspecific	2	49	193	6	290	151	317	17	407	156	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.921	6.105	6.007	227.24	0.3787333	21.59	78
14/07/2019	34b	3	12	410	Y	4	23.5	23.7	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0998/MVI_0998.MP4	Conspecific	2	49	200	0	295	141	324	5	413	145	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.620	5.57	5.765	38.03	0.06338333	28.79	15
15/07/2019	35003	3	12	410	Y	5	25.2	25.2	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_1017/MVI_1017.MP4	Conspecific	2	49	214	0	308	143	318	9	402	147	150	3	Y	190	NA	NA	change coordinates and tracking particles problem	Y	Y	NA	6.273	6.131	6.243	414.34	0.6905667	44.72	135
16/07/2019	36	3	12	410	Y	6	24.5	24.8	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_1038/MVI_1038.MP4	Conspecific	2	49	217	2	310	142	335	6	424	145	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.211	6.123	6.333	143.04	0.2384	38.48	137
11/07/2019	32	3	36	411	Y	1	24.6	24.8	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0944/MVI_0944.MP4	Conspecific	2	49	210	5	306	151	334	15	421	155	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.678	5.879	5.778	405.64	0.6760667	69.18	139
12/07/2019	33003	3	36	411	Y	2	24.4	24.5	L	2	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0775/MVI_0775.MP4	Conspecific	2	49	201	30	296	170	321	23	410	162	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.452	5.555	5.582	307.47	0.51245	106.23	161
13/07/2019	34005	3	36	411	Y	3	25	25.1	L	2	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0793/MVI_0793.MP4	Conspecific	2	49	197	20	295	161	321	15	409	158	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.871	5.605	5.821	116.49	0.19415	18.44	154
14/07/2019	34b	3	36	411	Y	4	24.1	24.1	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_1001/MVI_1001.MP4	Conspecific	2	49	200	0	295	141	324	5	413	145	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.328	5.453	5.212	46.78	0.07796667	6.08	6
15/07/2019	35	3	36	411	Y	5	25.4	25.4	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_1021/MVI_1021.MP4	Conspecific	2	49	214	0	308	143	338	9	432	147	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.206	5.231	5.312	102.9	0.1715	35.23	110
16/07/2019	36	3	36	411	Y	6	24.9	25.1	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_1044/MVI_1044.MP4	Conspecific	2	49	217	2	310	142	335	6	424	145	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.165	5.141	5.234	49.44	0.0824	9.22	130
11/07/2019	32001	3	4	413	Y	1	24.1	24.3	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0936/MVI_0936.MP4	Conspecific	2	49	210	5	306	151	334	15	421	155	150	3	Y	50	NA	NA	shadow	Y	Y	NA	6.377	6.133	6.133	293.82	0.4897	25.96	56
12/07/2019	33	3	4	413	Y	2	24.2	24.3	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0960/MVI_0960.MP4	Conspecific	2	49	203	9	296	149	324	15	411	156	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.897	5.897	5.888	0	0	0	0
13/07/2019	34	3	4	413	Y	3	24.7	24.9	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0978/MVI_0978.MP4	Conspecific	2	49	193	6	290	151	317	17	407	156	150	3	N	NA	NA	NA	NA	NA	Y	NA	7.009	6.958	6.887	930.7	1.551167	94.09	138
14/07/2019	34b	3	4	413	Y	4	23.4	23.8	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0997/MVI_0997.MP4	Conspecific	2	49	200	0	295	141	324	5	413	145	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.821	7.082	6.987	126.35	0.2105833	33.84	39
15/07/2019	35	3	4	413	Y	5	24.9	24.9	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_1015/MVI_1015.MP4	Conspecific	2	49	214	0	308	143	338	9	432	147	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.903	6.734	6.902	120.2	0.2003333	25.02	121
16/07/2019	36	3	4	413	Y	6	24.4	24.6	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_1036/MVI_1036.MP4	Conspecific	2	49	217	2	310	142	335	6	424	145	150	3	N	NA	NA	NA	NA	NA	Y	NA	7.112	7.239	7.009	110.92	0.1848667	28	132
11/07/2019	25	3	34	414	Y	1	24.6	24.8	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0959/MVI_0959.MP4	Heterospecific	1	47	177	6	278	145	303	1	397	146	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.211	4.216	4.035	617.63	1.029383	42.01	140
12/07/2019	26003	3	34	414	Y	2	24.4	24.5	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0979/MVI_0979.MP4	Heterospecific	1	47	177	4	275	140	301	2	394	142	150	3	Y	NA	NA	NA	tracking something else at the beginning 	Y	Y	deleted frame	4.865	5.034	4.995	1002.21	1.673139	117.92	138
13/07/2019	27	3	34	414	Y	3	25	25.1	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0997/MVI_0997.MP4	Heterospecific	1	47	173	0	272	139	298	0	388	141	150	3	N	NA	NA	NA	NA	NA	Y	NA	3.879	3.993	3.919	170.96	0.2849333	27.2	133
14/07/2019	28	3	34	414	Y	4	24.1	24.1	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_1015/MVI_1015.MP4	Heterospecific	1	47	177	17	274	160	302	21	389	161	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.050	4.09	4.138	166.28	0.2771333	40.01	69
15/07/2019	29002	3	34	414	Y	5	25.4	25.4	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_1035/MVI_1035.MP4	Heterospecific	1	47	178	21	277	158	300	16	390	155	150	3	Y	40	NA	NA	shadow	Y	Y	NA	4.113	4.192	4.133	1535.72	2.559533	83	157
16/07/2019	30	3	34	414	Y	6	24.9	25.1	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_1058/MVI_1058.MP4	Heterospecific	1	47	159	7	255	152	283	12	372	154	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.083	4.083	3.802	2435.71	4.059517	100.32	148
11/07/2019	43	3	15	415	Y	1	24.1	24.3	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0653/MVI_0653.MP4	NoCompetition	3	49	203	51	295	196	325	59	409	198	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.570	6.432	6.62	815.02	1.358367	46.17	190
12/07/2019	44	3	15	415	Y	2	24.2	24.4	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0674/MVI_0674.MP4	NoCompetition	3	49	222	66	317	208	345	70	432	210	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.335	6.249	6.122	394	0.6566667	18.11	197
13/07/2019	45	3	15	415	Y	3	24.8	24.9	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0695/MVI_0695.MP4	NoCompetition	3	49	228	64	322	208	345	68	428	211	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.878	6.686	6.789	443.2	0.7386667	18.11	130
14/07/2019	46	3	15	415	Y	4	23.5	23.7	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0716/MVI_0716.MP4	NoCompetition	3	49	223	65	316	206	347	67	432	207	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.037	6.221	6.123	805.86	1.3431	75.01	200
15/07/2019	41	3	15	415	Y	5	25.2	25.2	L	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0827/MVI_0827.MP4	NoCompetition	3	49	199	21	297	163	322	13	412	155	150	3	N	NA	NA	NA	NA	NA	Y	NA	7.534	7.444	7.513	169.66	0.2827667	43.05	134
16/07/2019	42	3	15	415	Y	6	24.5	24.8	L	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0848/MVI_0848.MP4	NoCompetition	3	49	199	21	294	163	319	13	411	154	150	3	N	NA	NA	NA	NA	NA	Y	NA	8.860	8.62	8.612	161.16	0.2686	13.89	49
11/07/2019	43	3	8	416	Y	1	24.1	24.3	L	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0652/MVI_0652.MP4	NoCompetition	3	47	203	51	295	196	325	59	409	198	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.038	6.17	6.109	982.89	1.63815	39.12	175
12/07/2019	44002	3	8	416	Y	2	24.2	24.3	L	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0673/MVI_0673.MP4	NoCompetition	3	47	222	66	317	208	345	70	432	210	150	3	Y	40	NA	NA	jump in the shadow	Y	Y	NA	5.736	5.921	5.736	1897.77	3.16295	111.04	198
13/07/2019	45	3	8	416	Y	3	24.7	24.9	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0694/MVI_0694.MP4	NoCompetition	3	47	228	64	322	208	345	68	428	211	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.258	5.181	5.181	36.53	0.06088333	16	91
14/07/2019	46	3	8	416	Y	4	23.4	23.8	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0715/MVI_0715.MP4	NoCompetition	3	47	223	65	316	206	347	67	432	207	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.693	6.543	6.765	194.11	0.3235167	23.77	109
15/07/2019	47	3	8	416	Y	5	24.9	24.9	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0733/MVI_0733.MP4	NoCompetition	3	47	223	65	316	206	344	68	430	210	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.828	6.11	6.19	129.37	0.2156167	26.87	133
16/07/2019	48001	3	8	416	Y	6	24.4	24.6	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0753/MVI_0753.MP4	NoCompetition	3	47	223	65	316	206	344	68	430	210	150	3	Y	90	NA	NA	shadow	Y	Y	NA	6.401	6.401	6.432	117.98	0.1966333	17.69	106
11/07/2019	43	3	48	417	Y	1	24.9	24.9	L	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0658/MVI_0658.MP4	NoCompetition	3	47	203	51	295	196	325	59	409	198	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.004	6.123	5.987	294.33	0.49055	42.05	167
12/07/2019	44	3	48	417	Y	2	24.7	24.8	L	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0678/MVI_0678.MP4	NoCompetition	3	47	222	66	317	208	345	70	432	210	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.821	5.728	5.89	3843.15	6.40525	123.04	199
