RecordingDate	ActPythonBatch	Set	TestingOrder	TadpoleID	Alive	Rep	ActivityStartTemp	ActivityEndTemp	ActLR	HD	ActDirectory	ActDirectory/ActFolder/ActFolder.MP4	Treatment	TreatmentCode	FocalNest	LXtop	LYtop	LXbottom	LYbottom	RXtop	RYtop	RXbottom	RYbottom	Threshold	Kernal_size	Problems	New_Threshold	New_Kernal	New_learning rate	Problem_description	Problem_resolved	Keep_video	Description_if_not_resolved	SVL1	SVL2	SVL3	ACT.Dist.Pixels	ACT.MeanSpeed.Pixels	ACT.MaxSpeed.Pixels	ACT.MaxY
02/07/2019	19001	2	23	301	Y	1	24.9	25	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0560/MVI_0560.MP4	NoCompetition	3	35	193	54	291	198	318	58	407	198	150	3	Y	NA	1	NA	small tadpole	Y	Y	NA	4.173	4.254	4.312	258.67	0.4311167	29.07	184
03/07/2019	20	2	23	301	Y	2	24.6	24.8	L	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0578/MVI_0578.MP4	NoCompetition	3	35	209	51	297	196	333	61	419	201	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.493	4.437	4.493	123.18	0.2053	20.59	177
04/07/2019	21001	2	23	301	Y	3	25.2	25.5	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0597/MVI_0597.MP4	NoCompetition	3	35	182	52	275	193	310	55	392	199	150	3	Y	90	NA	NA	shadow	Y	Y	NA	4.174	4.056	4.056	2066.13	3.44355	123.07	192
05/07/2019	22	2	23	301	Y	4	25.2	25.4	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0616/MVI_0616.MP4	NoCompetition	3	35	186	51	275	197	308	57	392	199	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.403	4.609	4.56	258.09	0.43015	10	133
06/07/3019	22003	2	23	301	Y	5	24.6	24.7	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0629/MVI_0629.MP4	NoCompetition	3	35	180	52	274	196	305	55	388	199	150	3	Y	130	NA	NA	"small tadpole, shadow"	N	Y	one jump	4.703	4.583	5.602	2472.4	4.120667	82.02	189
07/07/2019	24	2	23	301	Y	6	24.4	24.5	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0642/MVI_0642.MP4	NoCompetition	3	35	194	51	283	195	318	60	405	196	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.626	4.769	4.813	50.48	0.08413333	7.21	98
02/07/2019	7	2	28	302	Y	1	25.2	25.4	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0818/MVI_0818.MP4	Conspecific	2	35	231	21	326	155	355	24	440	166	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.856	5.168	5.193	1108.89	1.84815	45.04	151
03/07/2019	8	2	28	302	Y	2	24.9	25	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0841/MVI_0841.MP4	Conspecific	2	35	216	11	312	147	341	17	428	158	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.870	5.053	5.234	340.3	0.5671667	32	105
04/07/2019	9	2	28	302	Y	3	25.5	25.5	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0863/MVI_0863.MP4	Conspecific	2	35	218	14	307	152	342	20	425	158	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.872	5.617	5.867	31.38	0.0523	8.06	139
05/07/2019	10001	2	28	302	Y	4	25.3	25.4	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0882/MVI_0882.MP4	Conspecific	1	35	213	11	309	143	339	17	424	157	150	3	Y	70	NA	NA	jump in the shadow towards the end	Y	Y	NA	4.598	4.926	4.703	3884.91	6.47485	105.02	151
06/07/3019	11	2	28	302	Y	5	24.7	24.9	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0899/MVI_0899.MP4	Conspecific	2	35	213	11	306	152	336	20	418	160	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.471	6.497	6.294	65.79	0.10965	17.8	78
07/07/2019	6	2	28	302	Y	6	24.8	25	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0937/MVI_0937.MP4	Conspecific	2	35	178	4	275	144	304	0	393	148	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.689	4.931	4.626	829.34	1.382233	50.09	137
02/07/2019	7001	2	19	305	Y	1	24.9	25	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0816/MVI_0816.MP4	Heterospecific	1	35	231	21	326	155	355	24	440	166	150	3	Y	110	1	NA	"jumps, drifting, tracking particles, ghost"	Y	Y	NA	3.802	3.776	3.735	2231.22	3.7187	71.69	159
03/07/2019	8001	2	19	305	Y	2	24.6	24.8	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0840/MVI_0840.MP4	Heterospecific	1	35	216	11	312	147	341	17	428	158	150	3	Y	70	1	NA	"jumps, drifting, tracking particles, ghost"	N	Y	still one jump around 360	3.495	3.418	3.468	4591.07	7.651783	124.02	153
04/07/2019	9005	2	19	305	Y	3	25.2	25.5	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0862/MVI_0862.MP4	Heterospecific	1	35	218	14	307	152	342	20	425	158	150	3	Y	90	1	NA	still one jump	Y	Y	NA	2.948	2.97	3.042	1843	8.61215	72.92	142
05/07/2019	10002	2	19	305	Y	4	25.2	25.4	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0881/MVI_0881.MP4	Heterospecific	1	35	213	11	309	143	339	17	424	157	150	3	Y	100	NA	NA	two jumps	Y	Y	NA	3.704	3.495	3.544	748.62	1.2477	88.02	151
06/07/3019	11001	2	19	305	Y	5	24.6	24.7	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0898/MVI_0898.MP4	Heterospecific	1	35	213	11	306	152	336	20	418	160	150	3	Y	NA	1	NA	small tadpole	Y	Y	NA	4.270	4.703	4.27	778.56	1.2976	45	151
07/07/2019	12001	2	19	305	Y	6	24.4	24.5	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0919/MVI_0919.MP4	Heterospecific	1	35	212	15	306	152	330	24	414	158	150	3	Y	150	1	NA	drifting	Y	Y	NA	4.689	4.523	4.359	519.09	5.522234	55.32	150
02/07/2019	13001	2	13	306	Y	1	24.6	24.7	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0623/MVI_0623.MP4	Conspecific	2	35	220	25	317	162	341	23	429	155	150	3	Y	90	NA	NA	problems tracking in the shadow	Y	Y	NA	5.805	4.869	5.073	2301.87	3.83645	70	151
03/07/2019	14001	2	13	306	Y	2	24.3	24.4	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0647/MVI_0647.MP4	Conspecific	2	35	218	25	318	163	340	16	434	160	150	3	Y	NA	5	NA	other object being tracked	Y	Y	NA	5.052	5.22	5.127	339.9	0.5665	115	150
04/07/2019	15	2	13	306	Y	3	25	25.1	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0669/MVI_0669.MP4	Conspecific	2	35	220	25	317	159	343	16	431	157	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.953	5.206	5.13	489.34	0.8155667	14.32	134
05/07/2019	16	2	13	306	Y	4	25.1	25.3	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0689/MVI_0689.MP4	Conspecific	2	35	219	21	318	163	340	13	428	160	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.325	5.412	5.101	738.59	1.230983	58.03	149
06/07/3019	17	2	13	306	Y	5	24.9	24.6	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0706/MVI_0706.MP4	Conspecific	2	35	221	22	322	168	339	8	439	162	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.363	5.249	5.476	528.7	0.8811667	49.65	148
07/07/2019	12	2	13	306	Y	6	24.4	24.5	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0917/MVI_0917.MP4	Conspecific	2	35	212	15	306	152	334	24	420	158	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.716	5.701	5.509	273.21	0.45535	54.08	143
02/07/2019	7002	2	3	307	Y	1	24.6	24.9	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0811/MVI_0811.MP4	Conspecific	2	35	231	21	326	155	355	24	440	166	150	3	Y	70	NA	NA	jump in the shadow	Y	Y	NA	5.104	5.187	5.113	818.21	1.363683	46.75	154
03/07/2019	8	2	3	307	Y	2	24	24.1	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0838/MVI_0838.MP4	Conspecific	2	35	229	19	321	157	354	25	437	164	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.869	4.840	5.180	339.4	0.5656667	19.03	155
04/07/2019	9	2	3	307	Y	3	24.6	NA	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0860/MVI_0860.MP4	Conspecific	2	35	218	14	307	152	342	20	425	158	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.822	5.600	5.834	141.62	0.2360333	9.06	64
05/07/2019	10	2	3	307	Y	4	25.2	25.3	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0879/MVI_0879.MP4	Conspecific	2	35	213	11	309	143	339	17	424	157	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.644	"4,801"	4.895	553.35	0.92225	53.82	150
06/07/3019	11	2	3	307	Y	5	24.4	24.5	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0896/MVI_0896.MP4	Conspecific	2	35	213	11	306	152	336	20	418	160	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.169	6.06	6.206	632.9	1.054833	54.04	147
07/07/2019	12	2	3	307	Y	6	24.7	24.7	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0913/MVI_0913.MP4	Conspecific	2	35	212	15	306	152	334	24	420	158	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.625	5.485	5.49	1400.28	2.3338	97.02	153
02/07/2019	13	2	5	308	Y	1	24.6	24.9	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0620/MVI_0620.MP4	Conspecific	2	35	220	25	317	162	341	23	429	155	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.600	5.543	5.57	449.09	0.7484833	76	148
03/07/2019	14	2	5	308	Y	2	24	24.1	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0646/MVI_0646.MP4	Conspecific	2	35	218	25	318	163	340	16	434	160	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.903	5.881	5.853	332.01	0.55335	31.32	148
04/07/2019	15001	2	5	308	Y	3	24.6	24.7	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0668/MVI_0668.MP4	Conspecific	2	35	220	25	317	159	343	16	431	157	150	3	Y	NA	1	NA	"jumps, small tadpole"	Y	Y	NA	3.403	4.635	3.688	413.32	0.6888667	29.07	148
05/07/2019	16001	2	5	308	Y	4	25.2	25.3	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0688/MVI_0688.MP4	Conspecific	2	35	219	21	318	163	340	13	428	160	150	3	Y	NA	NA	NA	ghost tadpole and particles tracked	N	Y	still one jump present	5.073	5.056	5.303	2625.41	4.375683	84.4	148
06/07/3019	17001	2	5	308	Y	5	24.4	24.5	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0705/MVI_0705.MP4	Conspecific	2	35	221	22	322	168	339	8	439	162	150	3	Y	170	NA	NA	some jumps	Y	Y	NA	6.587	6.678	6.456	223.8	0.373	29.83	147
07/07/2019	18	2	5	308	Y	6	24.7	24.7	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0722/MVI_0722.MP4	Conspecific	2	35	221	22	322	161	341	12	434	157	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.023	6.031	6.142	537.32	0.8955333	36.06	147
02/07/2019	101001	2	41	309	Y	1	25.6	25.8	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0841/MVI_0841.MP4	Heterospecific	1	35	164	12	270	158	293	0	388	154	150	3	N	NA	NA	NA	NA	NA	Y	NA	3.341	3.443	3.401	1149.12	1.9152	43.1	143
03/07/2019	101001	2	41	309	Y	2	25.3	25.4	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0863/MVI_0863.MP4	Heterospecific	1	35	161	5	266	153	289	1	379	150	150	3	N	NA	NA	NA	NA	NA	Y	NA	1.734	1.613	1.711	4.65	0.00775	2.24	8
03/07/2019	3	2	41	309	Y	3	25.8	25.9	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0884/MVI_0884.MP4	Heterospecific	1	35	167	7	267	145	299	4	384	143	150	3	N	NA	NA	NA	NA	NA	Y	NA	3.478	3.607	3.557	1818.8	3.056807	53.23	139
05/07/2019	4	2	41	309	Y	4	25.3	25.4	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0902/MVI_0902.MP4	Heterospecific	1	35	166	11	266	150	292	9	379	148	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.002	4.002	3.991	735.43	1.225717	31.26	147
06/07/3019	5	2	41	309	Y	5	24.7	24.9	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0918/MVI_0918.MP4	Heterospecific	1	35	170	22	265	162	293	23	382	162	150	3	N	NA	NA	NA	NA	NA	Y	NA	3.776	3.607	3.756	547.31	0.9121833	76.16	154
07/07/2019	6001	2	41	309	Y	6	24.9	25.1	R	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0939/MVI_0939.MP4	Heterospecific	1	35	178	4	275	144	304	0	393	148	150	3	Y	110	NA	NA	drifting	Y	Y	NA	3.776	3.418	3.681	482.59	0.8043167	43.14	134
02/07/2019	13	2	30	310	Y	1	25.2	25.4	L	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0627/MVI_0627.MP4	NoCompetition	3	35	220	25	317	162	341	23	429	155	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.579	5.373	5.507	3868.95	6.44825	87.1	158
03/07/2019	14	2	30	310	Y	2	24.9	25	L	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0649/MVI_0649.MP4	NoCompetition	3	35	218	25	318	163	340	16	434	160	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.384	5.506	5.444	100.1	0.1668333	9.06	150
04/07/2019	15002	2	30	310	Y	3	25.5	25.5	L	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0671/MVI_0671.MP4	NoCompetition	3	35	220	25	317	159	343	16	431	157	150	3	Y	90	NA	NA	shadow	Y	Y	NA	5.816	6.02	5.816	2483.03	4.138383	90.25	154
05/07/2019	16	2	30	310	Y	4	25.3	25.4	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0691/MVI_0691.MP4	NoCompetition	3	35	219	21	318	163	340	13	428	160	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.253	6.143	6.013	595.08	0.9918	52	147
06/07/3019	17	2	30	310	Y	5	24.7	24.9	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0708/MVI_0708.MP4	NoCompetition	3	35	221	22	322	168	339	8	439	162	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.538	6.538	6.412	438.27	0.73045	62	146
07/07/2019	12	2	30	310	Y	6	24.8	25	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0921/MVI_0921.MP4	NoCompetition	3	35	212	15	306	152	334	24	420	158	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.464	6.471	6.328	94.08	0.1568	16.16	102
02/07/2019	13	2	37	311	Y	1	25.5	25.6	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0629/MVI_0629.MP4	Conspecific	2	37	220	25	317	162	341	23	429	155	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.302	4.2	4.31	5860.23	9.76705	94.63	150
03/07/2019	14	2	37	311	Y	2	25.1	25.2	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0650/MVI_0650.MP4	Conspecific	2	37	218	25	318	163	340	16	434	160	150	3	N	NA	NA	NA	NA	NA	Y	NA	2.652	2.597	2.512	491	0.8183333	40.8	151
04/07/2019	15	2	37	311	Y	3	25.5	25.7	R	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0672/MVI_0672.MP4	Conspecific	2	37	220	25	317	159	343	16	431	157	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.057	4.869	5.172	87.82	0.1463667	18.03	49
05/07/2019	10	2	37	311	Y	4	25.3	25.4	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0883/MVI_0883.MP4	Conspecific	2	37	213	11	309	143	339	17	424	157	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.315	5.389	5.507	624.24	1.0404	36.06	147
06/07/3019	5	2	37	311	Y	5	24.9	25.1	L	1	/Volumes/Trini19_HD4/HD1/Act	/Volumes/Trini19_HD4/HD1/Act/MVI_0919/MVI_0919.MP4	Conspecific	2	37	170	22	265	162	293	23	382	162	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.797	5.603	5.783	88.39	0.1473167	17.09	154
07/07/2019	12	2	37	311	Y	6	24.9	25.1	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0923/MVI_0923.MP4	Conspecific	2	37	212	15	306	152	334	24	420	158	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.471	6.328	6.304	146.34	0.2439	32.25	148
02/07/2019	19	2	15	313	Y	1	24.6	24.7	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0558/MVI_0558.MP4	NoCompetition	3	35	193	54	291	198	318	58	407	198	150	3	N	NA	NA	NA	NA	NA	Y	NA	4.801	4.912	5.123	133.57	0.2226167	25	73
03/07/2019	20	2	15	313	Y	2	24.3	24.4	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0577/MVI_0577.MP4	NoCompetition	3	35	209	51	297	196	333	61	419	201	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.292	5.363	5.517	450.89	0.7514833	9.9	96
04/07/2019	21	2	15	313	Y	3	25	25.1	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0596/MVI_0596.MP4	NoCompetition	3	35	182	52	275	193	310	55	392	199	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.230	5.23	5.356	1717.06	2.861767	54.01	185
05/07/2019	22	2	15	313	Y	4	25.1	25.3	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0615/MVI_0615.MP4	NoCompetition	3	35	186	51	275	197	308	57	392	199	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.763	5.828	5.995	115.52	0.1925333	49.82	175
06/07/3019	23	2	15	313	Y	5	24.9	24.6	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0628/MVI_0628.MP4	NoCompetition	3	35	180	52	274	196	305	55	388	199	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.908	5.908	5.974	78.18	0.1303	7.81	184
07/07/2019	18	2	15	313	Y	6	24.4	24.5	L	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0726/MVI_0726.MP4	NoCompetition	3	35	221	22	322	161	343	29	431	167	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.639	6.472	6.67	332.93	0.5548833	24.52	113
02/07/2019	7003	2	6	314	Y	1	25.6	25.8	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0821/MVI_0821.MP4	NoCompetition	3	35	231	21	326	155	355	24	440	166	150	3	Y	70	1	NA	"jumps, very small tadpole, shadow"	Y	Y	NA	4.906	4.788	5.148	3718.31	6.197183	98.02	162
03/07/2019	8	2	6	314	Y	2	25.3	25.4	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0843/MVI_0843.MP4	NoCompetition	3	35	216	11	312	147	341	17	428	158	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.158	5.105	4.989	1346.64	2.2444	64.35	145
04/07/2019	9	2	6	314	Y	3	25.8	25.9	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0865/MVI_0865.MP4	NoCompetition	3	35	218	14	307	152	342	20	425	158	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.325	5.101	5.22	793.94	1.334353	37.64	147
05/07/2019	16002	2	6	314	Y	4	25.2	25.3	L	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0688/MVI_0688.MP4	NoCompetition	3	35	219	21	318	163	340	13	428	160	150	3	Y	70	NA	NA	problems tracking in the shadow	Y	Y	NA	5.554	5.603	5.682	1807.16	3.011933	83.02	152
06/07/3019	17	2	6	314	Y	5	24.4	24.5	L	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0705/MVI_0705.MP4	NoCompetition	3	35	221	22	322	168	339	8	439	162	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.521	5.63	5.666	53.97	0.08995	11.05	35
07/07/2019	18001	2	6	314	Y	6	24.7	24.7	L	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0722/MVI_0722.MP4	NoCompetition	3	35	221	22	322	161	341	12	434	157	150	3	Y	20	NA	NA	"several jumps, especially in the shadow"	Y	Y	NA	5.280	5.13	5.13	4550.5	7.584167	133.46	156
02/07/2019	13002	2	38	315	Y	1	25.5	25.6	L	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0629/MVI_0629.MP4	NoCompetition	3	35	220	25	317	162	341	23	429	155	150	3	Y	90	NA	NA	problems tracking in the shadow	Y	Y	NA	5.490	5.439	5.508	3207.06	5.3451	101.97	157
03/07/2019	14	2	38	315	Y	2	25.1	25.2	L	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0650/MVI_0650.MP4	NoCompetition	3	35	218	25	318	163	340	16	434	160	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.557	5.358	5.527	748.15	1.246917	27.89	153
04/07/2019	15003	2	38	315	Y	3	25.5	25.7	L	3	/Volumes/Trini19_HD4/HD3/Act	/Volumes/Trini19_HD4/HD3/Act/MVI_0672/MVI_0672.MP4	NoCompetition	3	35	220	25	317	159	343	16	431	157	150	3	Y	80	NA	NA	jumps in shadow	N	Y	still one jump present	4.908	4.869	4.732	3536.04	5.8934	110.29	157
05/07/2019	10	2	38	315	Y	4	25.3	25.4	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0883/MVI_0883.MP4	NoCompetition	3	35	213	11	309	143	339	17	424	157	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.971	5.808	6.135	418.24	0.6970667	52.01	141
06/07/3019	11	2	38	315	Y	5	24.9	25.1	R	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0900/MVI_0900.MP4	NoCompetition	3	35	213	11	306	152	336	20	418	160	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.872	5.792	5.897	860.4	1.434	91.2	149
07/07/2019	12	2	38	315	Y	6	24.9	25.1	L	2	/Volumes/Trini19_HD4/HD2/Act	/Volumes/Trini19_HD4/HD2/Act/MVI_0923/MVI_0923.MP4	NoCompetition	3	35	212	15	306	152	334	24	420	158	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.990	5.844	6.143	428.53	0.7142167	38.05	144
02/07/2019	19	2	24	316	Y	1	24.9	25	L	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0560/MVI_0560.MP4	NoCompetition	3	37	193	54	291	198	318	58	407	198	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.377	6.482	6.391	1524.55	2.540917	77.01	182
03/07/2019	20001	2	24	316	Y	2	24.6	24.8	R	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0578/MVI_0578.MP4	NoCompetition	3	37	209	51	297	196	320	61	419	201	150	3	Y	NA	1	NA	"tadpole obscured by tank placed in an incorrect way, I changed the coordinates, solving the problem a bit"	Y	Y	NA	6.049	5.995	5.876	1670.25	2.78375	89.27	194
04/07/2019	21	2	24	316	Y	3	25.2	25.5	L	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0597/MVI_0597.MP4	NoCompetition	3	37	182	52	275	193	310	55	392	199	150	3	N	NA	NA	NA	NA	NA	Y	NA	5.916	6.143	6.25	402.71	0.6711833	27.51	115
05/07/2019	22	2	24	316	Y	4	25.2	25.4	L	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0616/MVI_0616.MP4	NoCompetition	3	37	186	51	275	197	308	57	392	199	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.292	6.292	6.311	820.29	1.36715	107.02	186
06/07/3019	23	2	24	316	Y	5	24.6	24.7	L	4	/Volumes/Trini19_HD4/HD4/Act	/Volumes/Trini19_HD4/HD4/Act/MVI_0629/MVI_0629.MP4	NoCompetition	3	37	180	52	274	196	305	55	388	199	150	3	N	NA	NA	NA	NA	NA	Y	NA	6.883	6.899	6.654	171.93	0.28655	31	75
